Cruise,Bottle Number,Sample Type,Depth [m],Sample Volume [m^3],Sample Time,Filter Diameter [mm],Filter Pore Size [um],Parameter Name,Parameter Value,Parameter Units,Laboratory,Researcher,Analysis Method,Comment Name,Comment Value
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,ANOM2380_anomura_A650,0.044,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,B1006_barnacles_A450,0.092,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,M2B_mussels_A450,0.112,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,CAL903_calanoida_A450,0.138,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,CAL1939_calanoida_A450,1.284,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,POD1951_podoplea_A450,0.206,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,OS1022_polychaeta_A450,0.324,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,SAB1182_sabellariidae_A450,0.450,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,SPI1181_spionidae_A450,0.049,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,TUNI931_tunicata_A450,3.131,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,ECHI1712_echinoidea_A450,0.150,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,BRAC2467_brachyura_A450,0.050,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,ANOM2380_anomura_A450,0.061,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,B1006_barnacles_A650,0.088,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,M2B_mussels_A650,0.067,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,CAL903_calanoida_A650,0.890,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,CAL1939_calanoida_A650,4.000,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,POD1951_podoplea_A650,0.154,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,OS1022_polychaeta_A650,0.231,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,SAB1182_sabellariidae_A650,0.179,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,SPI1181_spionidae_A650,0.039,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,TUNI931_tunicata_A650,4.000,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,ECHI1712_echinoidea_A650,0.552,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,BRAC2467_brachyura_A650,0.037,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,ANOM2380_anomura_A650,0.046,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,B1006_barnacles_A450,0.269,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,M2B_mussels_A450,0.198,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,CAL903_calanoida_A450,1.921,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,CAL1939_calanoida_A450,3.969,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,POD1951_podoplea_A450,0.384,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,OS1022_polychaeta_A450,0.760,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,SAB1182_sabellariidae_A450,0.347,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,SPI1181_spionidae_A450,0.049,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,TUNI931_tunicata_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,ECHI1712_echinoidea_A450,1.130,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,BRAC2467_brachyura_A450,0.047,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c24,NetTow,vertical net tow,32,12.96,10:07 AM,,200 µm,ANOM2380_anomura_A450,0.066,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,B1006_barnacles_A650,0.108,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,M2B_mussels_A650,0.155,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,CAL903_calanoida_A650,0.555,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,CAL1939_calanoida_A650,4.000,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,POD1951_podoplea_A650,0.386,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,OS1022_polychaeta_A650,0.671,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,SAB1182_sabellariidae_A650,0.456,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,SPI1181_spionidae_A650,0.038,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,TUNI931_tunicata_A650,3.309,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,ECHI1712_echinoidea_A650,0.324,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,BRAC2467_brachyura_A650,0.035,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,ANOM2380_anomura_A650,0.049,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,B1006_barnacles_A450,0.195,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,M2B_mussels_A450,0.295,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,CAL903_calanoida_A450,1.130,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,CAL1939_calanoida_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,POD1951_podoplea_A450,0.776,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,OS1022_polychaeta_A450,1.377,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,SAB1182_sabellariidae_A450,0.932,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,SPI1181_spionidae_A450,0.050,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,TUNI931_tunicata_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,ECHI1712_echinoidea_A450,0.649,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,BRAC2467_brachyura_A450,0.044,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c25,NetTow,vertical net tow,25,9.12,11:54 AM,,200 µm,ANOM2380_anomura_A450,0.072,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,B1006_barnacles_A650,0.204,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,M2B_mussels_A650,0.096,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,CAL903_calanoida_A650,0.778,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,CAL1939_calanoida_A650,4.000,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,POD1951_podoplea_A650,0.631,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,OS1022_polychaeta_A650,0.543,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,SAB1182_sabellariidae_A650,3.703,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,SPI1181_spionidae_A650,0.037,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,TUNI931_tunicata_A650,4.000,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,ECHI1712_echinoidea_A650,0.417,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,BRAC2467_brachyura_A650,0.034,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,ANOM2380_anomura_A650,0.055,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,B1006_barnacles_A450,0.396,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,M2B_mussels_A450,0.165,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,CAL903_calanoida_A450,1.614,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,CAL1939_calanoida_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,POD1951_podoplea_A450,1.304,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,OS1022_polychaeta_A450,1.118,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,SAB1182_sabellariidae_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,SPI1181_spionidae_A450,0.049,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,TUNI931_tunicata_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,ECHI1712_echinoidea_A450,0.864,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,BRAC2467_brachyura_A450,0.049,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c26,NetTow,vertical net tow,30,14.04,1:18 PM,,200 µm,ANOM2380_anomura_A450,0.101,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,B1006_barnacles_A650,0.137,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,M2B_mussels_A650,0.070,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,CAL903_calanoida_A650,0.134,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,CAL1939_calanoida_A650,2.145,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,POD1951_podoplea_A650,0.099,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,OS1022_polychaeta_A650,0.224,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,SAB1182_sabellariidae_A650,1.102,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,SPI1181_spionidae_A650,0.037,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,TUNI931_tunicata_A650,2.627,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,ECHI1712_echinoidea_A650,0.116,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,BRAC2467_brachyura_A650,0.036,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,ANOM2380_anomura_A650,0.057,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,B1006_barnacles_A450,0.262,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,M2B_mussels_A450,0.117,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,CAL903_calanoida_A450,0.255,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,CAL1939_calanoida_A450,3.754,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,POD1951_podoplea_A450,0.180,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,OS1022_polychaeta_A450,0.447,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,SAB1182_sabellariidae_A450,2.294,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,SPI1181_spionidae_A450,0.045,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,TUNI931_tunicata_A450,3.900,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,ECHI1712_echinoidea_A450,0.213,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,BRAC2467_brachyura_A450,0.044,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c27,NetTow,vertical net tow,14,6.64,7:53 AM,,200 µm,ANOM2380_anomura_A450,0.089,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,B1006_barnacles_A650,0.066,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,M2B_mussels_A650,0.057,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,CAL903_calanoida_A650,0.119,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,CAL1939_calanoida_A650,1.385,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,POD1951_podoplea_A650,0.143,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,OS1022_polychaeta_A650,0.191,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,SAB1182_sabellariidae_A650,1.640,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,SPI1181_spionidae_A650,0.037,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,TUNI931_tunicata_A650,0.439,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,ECHI1712_echinoidea_A650,0.093,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,BRAC2467_brachyura_A650,0.036,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,ANOM2380_anomura_A650,0.052,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,B1006_barnacles_A450,0.110,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,M2B_mussels_A450,0.093,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,CAL903_calanoida_A450,0.226,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,CAL1939_calanoida_A450,2.827,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,POD1951_podoplea_A450,0.276,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,OS1022_polychaeta_A450,0.383,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,SAB1182_sabellariidae_A450,3.317,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,SPI1181_spionidae_A450,0.047,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,TUNI931_tunicata_A450,0.912,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,ECHI1712_echinoidea_A450,0.169,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,BRAC2467_brachyura_A450,0.045,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c28,NetTow,vertical net tow,24,9.12,9:20 AM,,200 µm,ANOM2380_anomura_A450,0.083,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,B1006_barnacles_A650,0.115,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,M2B_mussels_A650,0.057,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,CAL903_calanoida_A650,0.557,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,CAL1939_calanoida_A650,4.000,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,POD1951_podoplea_A650,0.264,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,OS1022_polychaeta_A650,0.152,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,SAB1182_sabellariidae_A650,0.073,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,SPI1181_spionidae_A650,0.036,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,TUNI931_tunicata_A650,3.451,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,ECHI1712_echinoidea_A650,0.533,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,BRAC2467_brachyura_A650,0.036,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,ANOM2380_anomura_A650,0.064,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,B1006_barnacles_A450,0.213,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,M2B_mussels_A450,0.093,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,CAL903_calanoida_A450,1.160,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
